Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,TP_Std,Respons_Std,Laporan_Std,TP_Min,TP_Max,Respons_Min,Respons_Max,Laporan_Min,Laporan_Max,TP_Trend,Respons_Trend,Laporan_Trend,TP_Last2_Mean,Respons_Last2_Mean,Laporan_Last2_Mean,TP_LateEarly_Gap,Respons_LateEarly_Gap,Laporan_LateEarly_Gap,Activity_Score,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
0.875,84.5,56.666666666666664,84.07142857142857,0.75,0.5,0.875,26.45547139551671,2.9297326385411577,40.14418457953226,8.006375010972603,80.0,88.0,0.0,88.0,65.0,90.0,3.75,-19.0,-4.791666666666671,,,65.0,3.75,-19.0,-4.791666666666671,78.18452380952381,1,Kompeten,60200125050,A,UNIFIED
0.5,27.5,27.5,21.428571428571427,0.25,0.25,0.25,37.39806089155898,38.917648096118725,38.917648096118725,34.30059201012277,0.0,85.0,0.0,85.0,0.0,85.0,-41.25,-41.25,0.41666666666666785,,,65.0,-41.25,-41.25,0.41666666666666785,31.607142857142858,0,Belum Kompeten,60200125051,A,UNIFIED
1.0,83.83333333333333,83.83333333333333,76.85714285714286,0.75,0.75,0.875,8.727404541311286,2.266911751455907,2.266911751455907,12.930347155085219,81.0,88.0,81.0,88.0,50.0,90.0,3.25,3.25,14.833333333333329,,,80.0,3.25,3.25,14.833333333333329,86.13095238095238,0,Belum Kompeten,60200125053,A,UNIFIED
1.0,81.83333333333333,81.83333333333333,84.0,0.75,0.75,0.875,7.6206818752502254,7.536946036396675,7.536946036396675,7.5687326736854885,66.0,90.0,66.0,90.0,67.5,90.5,-11.75,-11.75,5.25,,,80.0,-11.75,-11.75,5.25,86.91666666666666,1,Kompeten,60200125074,A,UNIFIED
0.8125,82.83333333333333,54.833333333333336,85.07142857142857,0.75,0.5,0.875,25.858527315047294,3.1841621957571333,38.82617959859329,3.4061768621618183,80.0,88.0,0.0,86.0,80.0,90.5,6.25,-17.75,2.2083333333333286,,,80.0,6.25,-17.75,2.2083333333333286,75.99702380952381,1,Kompeten,60200125075,A,UNIFIED
0.25,13.333333333333334,13.333333333333334,0.0,0.125,0.125,0.0,24.551376399348634,29.8142396999972,29.8142396999972,0.0,0.0,80.0,0.0,80.0,0.0,0.0,-20.0,-20.0,0.0,,,0.0,-20.0,-20.0,0.0,12.916666666666668,0,Belum Kompeten,60200125077,A,UNIFIED
0.875,77.16666666666667,70.5,81.0,0.75,0.625,0.875,21.330404346483625,16.727389382553262,31.58454263296104,9.411239481143202,40.0,87.0,0.0,87.0,66.5,91.5,-20.5,-40.5,11.083333333333329,,,80.0,-20.5,-40.5,11.083333333333329,79.04166666666667,1,Kompeten,60200125078,A,UNIFIED
0.875,77.66666666666667,70.16666666666667,79.28571428571429,0.75,0.625,0.875,23.517394988306233,17.288403306519918,31.5722275988812,18.66214109377811,40.0,90.0,0.0,90.0,50.0,95.0,13.25,20.75,24.0,,,95.0,13.25,20.75,24.0,78.65476190476191,1,Kompeten,60200125099,A,UNIFIED
1.0,81.5,80.66666666666667,82.71428571428571,0.75,0.75,0.875,7.269638603765863,7.783529619223745,7.180219742846005,6.734013571081529,65.0,89.0,65.0,87.0,68.0,90.5,-6.75,-9.25,5.75,,,80.0,-6.75,-9.25,5.75,86.2202380952381,0,Belum Kompeten,60200125100,A,UNIFIED
1.0,85.66666666666667,85.66666666666667,83.71428571428571,0.75,0.75,0.875,4.920137826594595,2.2110831935702664,2.2110831935702664,7.410692771053107,82.0,88.0,82.0,88.0,67.5,90.5,0.5,0.5,5.75,,,80.0,0.5,0.5,5.75,88.76190476190476,1,Kompeten,60200125101,A,UNIFIED
1.0,81.58333333333333,81.58333333333333,83.42857142857143,0.75,0.75,0.875,6.909886930776935,6.660935036130855,6.660935036130855,7.168525308739645,67.0,86.5,67.0,86.5,68.0,90.5,-9.125,-9.125,5.666666666666671,,,80.0,-9.125,-9.125,5.666666666666671,86.64880952380952,1,Kompeten,60200125114,A,UNIFIED
0.75,53.833333333333336,53.833333333333336,27.0,0.5,0.5,0.375,38.66383279964627,38.12443077899292,38.12443077899292,33.33380952040821,0.0,85.0,0.0,85.0,0.0,84.0,-20.75,-20.75,-9.333333333333332,,,65.0,-20.75,-20.75,-9.333333333333332,52.41666666666667,0,Belum Kompeten,60200125116,A,UNIFIED
1.0,83.16666666666667,83.16666666666667,83.42857142857143,0.75,0.75,0.875,4.763812109768239,1.3437096247164249,1.3437096247164249,7.645860558071236,81.0,85.0,81.0,85.0,67.5,92.5,1.25,1.25,7.416666666666671,,,80.0,1.25,1.25,7.416666666666671,87.44047619047619,1,Kompeten,60200125117,A,UNIFIED
0.5,0.0,0.0,9.285714285714286,0.0,0.0,0.125,14.514297087513345,0.0,0.0,22.745261897272368,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,21.666666666666668,,,65.0,0.0,0.0,21.666666666666668,14.821428571428571,0,Belum Kompeten,60200125118,A,UNIFIED
0.75,57.166666666666664,57.166666666666664,42.42857142857143,0.5,0.5,0.5,40.30259506502117,40.47392850822476,40.47392850822476,38.25425146440642,0.0,88.0,0.0,88.0,0.0,84.0,41.75,41.75,21.416666666666664,,,80.0,41.75,41.75,21.416666666666664,57.94047619047619,1,Kompeten,60200125119,A,UNIFIED
0.875,84.83333333333333,70.33333333333333,82.64285714285714,0.75,0.625,0.875,19.386576159292684,2.4094720491334933,31.531289574361246,7.529533687488251,80.0,87.0,0.0,87.0,65.0,90.0,1.0,-42.5,-4.041666666666671,,,65.0,1.0,-42.5,-4.041666666666671,81.32738095238095,1,Kompeten,60200125120,A,UNIFIED
0.875,70.83333333333333,70.83333333333333,54.0,0.625,0.625,0.625,34.651589963241356,31.682890580809627,31.682890580809627,36.86946084304926,0.0,86.0,0.0,86.0,0.0,86.0,21.25,21.25,2.3333333333333357,,,80.0,21.25,21.25,2.3333333333333357,70.79166666666666,1,Kompeten,60200125121,A,UNIFIED
1.0,82.0,81.16666666666667,82.92857142857143,0.75,0.75,0.875,7.611043150536934,7.979139469057215,7.4479676571681095,7.326217945690335,66.0,90.0,66.0,90.0,67.0,90.0,-6.75,-9.25,6.541666666666671,,,80.0,-6.75,-9.25,6.541666666666671,86.52380952380953,1,Kompeten,60200125122,A,UNIFIED
0.9375,74.66666666666667,68.0,81.28571428571429,0.75,0.625,0.875,21.0894086663125,15.648926125740667,30.48496897379647,10.91479056424009,40.0,86.0,0.0,86.0,65.0,92.5,12.5,22.5,16.41666666666667,,,90.0,12.5,22.5,16.41666666666667,79.42559523809524,0,Belum Kompeten,60200125147,A,UNIFIED
1.0,84.83333333333333,84.83333333333333,83.14285714285714,0.75,0.75,0.875,4.990295291003604,2.733536577809454,2.733536577809454,7.278708115918284,82.0,90.0,82.0,90.0,67.5,90.5,0.25,0.25,6.166666666666671,,,80.0,0.25,0.25,6.166666666666671,88.20238095238095,1,Kompeten,60200125151,A,UNIFIED
0.75,55.5,55.5,34.07142857142857,0.5,0.5,0.375,40.86710778382731,39.318146785761236,39.318146785761236,39.912787577979294,0.0,88.0,0.0,88.0,0.0,87.5,-21.75,-21.75,28.458333333333336,,,65.0,-21.75,-21.75,28.458333333333336,55.01785714285714,0,Belum Kompeten,60200125152,A,UNIFIED
1.0,83.33333333333333,83.33333333333333,89.57142857142857,0.75,0.75,0.875,6.447851754171098,7.110243002567181,7.110243002567181,1.2657175104763823,68.0,88.0,68.0,88.0,87.5,91.5,-8.0,-8.0,2.2083333333333286,,,90.0,-8.0,-8.0,2.2083333333333286,89.05952380952381,1,Kompeten,60200125154,A,UNIFIED
0.375,12.5,12.5,0.0,0.125,0.125,0.0,27.638539919628336,33.071891388307385,33.071891388307385,0.0,0.0,100.0,0.0,100.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,15.625,0,Belum Kompeten,60200125002,B,UNIFIED
0.5,34.125,34.125,5.375,0.375,0.375,0.125,39.43557950069398,44.227925284824295,44.227925284824295,14.220913296972174,0.0,100.0,0.0,100.0,0.0,43.0,68.25,68.25,10.75,86.5,86.5,21.5,68.25,68.25,10.75,30.90625,0,Belum Kompeten,60200125008,B,UNIFIED
1.0,90.125,90.125,58.4375,1.0,1.0,1.0,20.24192868980951,7.896795236043543,7.896795236043543,20.85880734246328,80.0,100.0,80.0,100.0,41.5,90.0,6.25,6.25,-32.375,93.5,93.5,42.0,6.25,6.25,-32.375,84.671875,1,Kompeten,60200125009,B,UNIFIED
1.0,92.0,92.0,76.5625,1.0,1.0,1.0,15.021151175555383,8.231038816577165,8.231038816577165,19.5583062597455,80.0,100.0,80.0,100.0,42.5,90.0,2.5,2.5,-23.625,93.5,93.5,42.75,2.5,2.5,-23.625,90.140625,1,Kompeten,60200125019,B,UNIFIED
1.0,93.375,93.375,82.375,1.0,1.0,1.0,12.38271364532921,8.788308995478026,8.788308995478026,14.995311767349154,80.0,100.0,80.0,100.0,43.0,90.0,6.75,6.75,-13.25,93.5,93.5,63.25,6.75,6.75,-13.25,92.28125,1,Kompeten,60200125020,B,UNIFIED
1.0,92.25,92.25,81.3125,1.0,1.0,1.0,11.907612381955037,7.980444849756184,7.980444849756184,14.773154495570674,80.0,100.0,80.0,100.0,43.0,90.0,2.0,2.0,-12.625,93.5,93.5,63.75,2.0,2.0,-12.625,91.453125,1,Kompeten,60200125021,B,UNIFIED
1.0,81.625,81.625,48.3125,0.875,0.875,0.875,33.836149051552674,31.71331542112871,31.71331542112871,26.141367480489617,0.0,100.0,0.0,100.0,0.0,88.0,21.75,21.75,-33.875,93.5,93.5,20.5,21.75,21.75,-33.875,77.890625,1,Kompeten,60200125035,B,UNIFIED
1.0,92.0,92.0,51.25,1.0,1.0,1.0,23.307575068109415,8.2915619758885,8.2915619758885,19.62619423117992,80.0,100.0,80.0,100.0,35.0,87.0,3.0,3.0,-23.0,87.0,87.0,42.0,3.0,3.0,-23.0,83.8125,0,Belum Kompeten,60200125036,B,UNIFIED
0.75,60.0,60.0,43.0,0.625,0.625,0.875,41.232740496950825,46.9041575982343,46.9041575982343,22.533308678487497,0.0,100.0,0.0,100.0,0.0,90.0,-20.0,-20.0,-22.0,0.0,0.0,21.5,-20.0,-20.0,-22.0,59.5,1,Kompeten,60200125048,B,UNIFIED
0.5,35.875,35.875,5.375,0.375,0.375,0.125,41.39492638664255,46.46621756717454,46.46621756717454,14.220913296972174,0.0,100.0,0.0,100.0,0.0,43.0,71.75,71.75,10.75,93.5,93.5,21.5,71.75,71.75,10.75,31.78125,1,Kompeten,60200125054,B,UNIFIED
1.0,89.25,89.25,64.25,1.0,1.0,1.0,18.89260584343927,8.59869176095992,8.59869176095992,22.5,80.0,100.0,80.0,100.0,40.0,90.0,-1.5,-1.5,-24.25,86.0,86.0,62.0,-1.5,-1.5,-24.25,85.6875,1,Kompeten,60200125055,B,UNIFIED
1.0,90.125,90.125,64.125,1.0,1.0,1.0,18.5151495778157,8.115378919064716,8.115378919064716,21.119821850574404,80.0,100.0,80.0,100.0,43.0,88.0,6.75,6.75,-21.0,93.5,93.5,64.0,6.75,6.75,-21.0,86.09375,1,Kompeten,60200125056,B,UNIFIED
1.0,90.75,90.75,36.4375,1.0,1.0,0.75,29.829543229918148,7.479137650825796,7.479137650825796,24.30976848408886,80.0,100.0,80.0,100.0,0.0,80.0,5.5,5.5,11.375,93.5,93.5,42.5,5.5,5.5,11.375,79.484375,1,Kompeten,60200125057,B,UNIFIED
0.875,91.125,91.125,76.875,1.0,1.0,1.0,15.175535410653556,9.102712507818755,9.102712507818755,19.743274171220943,80.0,100.0,80.0,100.0,42.0,90.0,2.25,2.25,-22.5,93.5,93.5,42.75,2.25,2.25,-22.5,86.65625,1,Kompeten,60200125058,B,UNIFIED
0.875,70.25,70.25,58.9375,0.75,0.75,0.75,40.260733342868406,41.30602256330183,41.30602256330183,36.947122266152206,0.0,100.0,0.0,100.0,0.0,89.0,-40.5,-40.5,-9.375,0.0,0.0,21.0,-40.5,-40.5,-9.375,71.734375,1,Kompeten,60200125072,B,UNIFIED
0.5,12.5,12.5,0.0,0.125,0.125,0.0,27.638539919628336,33.071891388307385,33.071891388307385,0.0,0.0,100.0,0.0,100.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,18.75,1,Kompeten,60200125079,B,UNIFIED
0.375,12.5,12.5,0.0,0.125,0.125,0.0,27.638539919628336,33.071891388307385,33.071891388307385,0.0,0.0,100.0,0.0,100.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,15.625,0,Belum Kompeten,60200125080,B,UNIFIED
0.5,12.5,12.5,10.0,0.125,0.125,0.125,31.046560016995265,33.071891388307385,33.071891388307385,26.457513110645905,0.0,100.0,0.0,100.0,0.0,80.0,25.0,25.0,-20.0,0.0,0.0,0.0,25.0,25.0,-20.0,21.25,0,Belum Kompeten,60200125081,B,UNIFIED
0.625,37.5,37.5,53.6875,0.375,0.375,1.0,41.86012899293976,48.41229182759271,48.41229182759271,19.865072206010225,0.0,100.0,0.0,100.0,40.0,88.0,25.0,25.0,-23.375,50.0,50.0,42.25,25.0,25.0,-23.375,47.796875,1,Kompeten,60200125094,B,UNIFIED
0.875,60.0,60.0,75.375,0.625,0.625,0.875,42.33405101097697,46.9041575982343,46.9041575982343,28.616811055741344,0.0,100.0,0.0,100.0,0.0,88.5,-20.0,-20.0,-20.0,0.0,0.0,42.5,-20.0,-20.0,-20.0,70.71875,1,Kompeten,60200125096,B,UNIFIED
0.625,35.875,35.875,0.0,0.375,0.375,0.0,41.538051497659616,46.46621756717454,46.46621756717454,0.0,0.0,100.0,0.0,100.0,0.0,0.0,71.75,71.75,0.0,93.5,93.5,0.0,71.75,71.75,0.0,33.5625,0,Belum Kompeten,60200125102,B,UNIFIED
1.0,80.25,80.25,81.75,0.875,0.875,1.0,26.862303202319293,31.08757790500894,31.08757790500894,15.17810923666054,0.0,100.0,0.0,100.0,42.0,90.0,19.0,19.0,-11.75,86.0,86.0,63.5,19.0,19.0,-11.75,85.5625,1,Kompeten,60200125103,B,UNIFIED
1.0,91.625,91.625,82.1875,1.0,1.0,1.0,12.109293234490975,8.557708513381371,8.557708513381371,15.298973617533955,80.0,100.0,80.0,100.0,42.0,90.0,10.25,10.25,-12.375,100.0,100.0,63.5,10.25,10.25,-12.375,91.359375,1,Kompeten,60200125104,B,UNIFIED
1.0,79.125,79.125,75.9375,0.875,0.875,1.0,27.63765264544006,30.98159736036862,30.98159736036862,19.105688779784938,0.0,100.0,0.0,100.0,43.0,90.0,-21.75,-21.75,-20.125,93.0,93.0,43.25,-21.75,-21.75,-20.125,83.546875,1,Kompeten,60200125113,B,UNIFIED
0.875,78.0,78.0,57.625,0.875,0.875,1.0,28.820535454583226,30.257230540814536,30.257230540814536,19.598708503368275,0.0,100.0,0.0,100.0,41.5,89.0,-25.5,-25.5,-29.5,87.0,87.0,43.25,-25.5,-25.5,-29.5,75.28125,1,Kompeten,60200125115,B,UNIFIED
0.875,56.75,56.75,71.75,0.625,0.625,0.875,41.01092334163342,44.40368790990226,44.40368790990226,30.859560917161474,0.0,100.0,0.0,100.0,0.0,89.5,-70.0,-70.0,-33.5,0.0,0.0,21.75,-70.0,-70.0,-33.5,68.1875,1,Kompeten,60200125123,B,UNIFIED
0.625,32.75,32.75,5.375,0.375,0.375,0.125,38.10163218288687,42.73976485662971,42.73976485662971,14.220913296972174,0.0,100.0,0.0,100.0,0.0,43.0,28.0,28.0,10.75,93.5,93.5,21.5,28.0,28.0,10.75,33.34375,1,Kompeten,60200125124,B,UNIFIED
0.75,58.875,58.875,59.5625,0.625,0.625,1.0,39.7696437747715,45.95497116743737,45.95497116743737,22.82191586501887,0.0,100.0,0.0,100.0,40.0,90.0,-24.25,-24.25,-35.375,93.5,93.5,42.5,-24.25,-24.25,-35.375,63.078125,0,Belum Kompeten,60200125125,B,UNIFIED
0.875,58.0,58.0,47.375,0.625,0.625,0.875,40.084784277273535,45.47526800360829,45.47526800360829,24.680141308347487,0.0,100.0,0.0,100.0,0.0,85.5,-66.0,-66.0,-30.25,0.0,0.0,21.75,-66.0,-66.0,-30.25,62.71875,1,Kompeten,60200125126,B,UNIFIED
0.875,55.0,55.0,36.9375,0.625,0.625,0.5,42.950184120352986,43.30127018922193,43.30127018922193,39.580959358636065,0.0,100.0,0.0,100.0,0.0,88.0,-20.0,-20.0,-54.125,90.0,90.0,19.75,-20.0,-20.0,-54.125,58.609375,0,Belum Kompeten,60200125127,B,UNIFIED
1.0,80.75,80.75,47.5,0.875,0.875,1.0,31.372316175606514,31.684972778905777,31.684972778905777,14.413535305399574,0.0,100.0,0.0,100.0,40.5,85.5,-18.5,-18.5,-10.5,93.0,93.0,43.0,-18.5,-18.5,-10.5,77.25,1,Kompeten,60200125128,B,UNIFIED
0.875,56.0,56.0,43.1875,0.625,0.625,0.75,40.7272378059887,43.91184350491334,43.91184350491334,31.783385498558836,0.0,100.0,0.0,100.0,0.0,90.0,-69.5,-69.5,-24.125,0.0,0.0,21.0,-69.5,-69.5,-24.125,60.671875,1,Kompeten,60200125129,B,UNIFIED
0.625,22.5,22.5,15.625,0.25,0.25,0.25,36.31572107534453,39.29058411375428,39.29058411375428,28.93932229683342,0.0,100.0,0.0,100.0,0.0,83.0,5.0,5.0,-10.25,50.0,50.0,21.0,5.0,5.0,-10.25,30.78125,0,Belum Kompeten,60200125153,B,UNIFIED
1.0,69.5,69.5,48.75,0.75,0.75,0.875,37.72672203565472,40.65095324835569,40.65095324835569,26.03603272390016,0.0,100.0,0.0,100.0,0.0,88.0,-45.5,-45.5,-33.0,50.0,50.0,21.5,-45.5,-45.5,-33.0,71.9375,1,Kompeten,60200125155,B,UNIFIED
1.0,83.0,83.0,87.5,0.75,0.75,0.875,6.688664077886884,7.702813338860896,7.702813338860896,2.632217967526897,66.0,88.0,66.0,88.0,82.5,91.5,-11.25,-11.25,3.2083333333333286,,,90.0,-11.25,-11.25,3.2083333333333286,88.375,1,Kompeten,60200125010,C,UNIFIED
1.0,85.0,70.66666666666667,85.57142857142857,0.75,0.625,0.875,19.135397432586736,1.4142135623730951,31.63155948661962,2.9450754468697573,82.0,86.0,0.0,86.0,80.0,90.5,1.5,-41.5,0.4583333333333286,,,80.0,1.5,-41.5,0.4583333333333286,85.30952380952381,1,Kompeten,60200125011,C,UNIFIED
1.0,83.0,83.0,84.39285714285714,0.75,0.75,0.875,5.095453135814299,6.0,6.0,2.7446608652629787,70.0,88.0,70.0,88.0,80.0,89.5,-7.5,-7.5,0.7708333333333286,,,80.0,-7.5,-7.5,0.7708333333333286,87.59821428571428,1,Kompeten,60200125022,C,UNIFIED
1.0,85.16666666666667,85.16666666666667,84.57142857142857,0.75,0.75,0.875,3.103032204838668,2.3392781412696997,2.3392781412696997,4.06578556307363,83.0,90.0,83.0,90.0,80.0,92.5,-1.75,-1.75,2.2083333333333286,,,80.0,-1.75,-1.75,2.2083333333333286,88.72619047619048,0,Belum Kompeten,60200125023,C,UNIFIED
1.0,85.83333333333333,82.66666666666667,84.78571428571429,0.75,0.75,0.875,5.11420811599798,2.4094720491334933,7.824463062870335,3.010186786529354,82.0,90.0,66.0,90.0,80.0,90.5,-0.5,-10.0,0.6666666666666714,,,80.0,-0.5,-10.0,0.6666666666666714,88.32142857142857,1,Kompeten,60200125024,C,UNIFIED
0.75,82.33333333333333,54.666666666666664,76.21428571428571,0.75,0.5,0.875,26.21773838633269,5.734883511361751,39.071160151133924,12.783519364671795,70.0,87.0,0.0,87.0,50.0,89.5,1.0,-82.0,6.041666666666671,,,65.0,1.0,-82.0,6.041666666666671,72.05357142857143,0,Belum Kompeten,60200125038,C,UNIFIED
0.875,86.66666666666667,86.66666666666667,84.57142857142857,0.75,0.75,0.875,2.803094846811575,2.4267032964268394,2.4267032964268394,2.90846758164319,84.0,90.0,84.0,90.0,80.0,90.5,-2.5,-2.5,1.0416666666666714,,,80.0,-2.5,-2.5,1.0416666666666714,86.35119047619048,1,Kompeten,60200125039,C,UNIFIED
1.0,83.66666666666667,68.33333333333333,85.0,0.75,0.625,0.875,19.78117827255029,8.013876853447538,31.425396665047135,2.939873661036668,66.0,90.0,0.0,87.0,80.0,89.0,-11.5,11.5,1.1666666666666714,,,80.0,-11.5,11.5,1.1666666666666714,84.25,1,Kompeten,60200125040,C,UNIFIED
0.875,80.33333333333333,66.16666666666667,82.14285714285714,0.75,0.625,0.875,19.84908435128652,8.844332774281067,30.813507139276147,7.249208260780156,66.0,88.0,0.0,88.0,65.0,89.0,-7.25,-49.75,-4.041666666666671,,,65.0,-7.25,-49.75,-4.041666666666671,79.03571428571428,0,Belum Kompeten,60200125046,C,UNIFIED
0.75,77.0,57.0,72.64285714285714,0.75,0.5,0.875,27.377124122298827,16.772994167212165,40.34848200366403,14.361939497242318,40.0,89.0,0.0,89.0,50.0,83.5,12.0,42.0,-3.4583333333333286,,,80.0,12.0,42.0,-3.4583333333333286,70.41071428571428,0,Belum Kompeten,60200125059,C,UNIFIED
1.0,77.25,80.83333333333333,81.85714285714286,0.75,0.75,0.875,7.423758371987262,8.678277478854891,5.550275268448904,6.937034595530848,64.0,85.0,69.0,85.0,66.5,90.0,-4.125,-5.75,5.208333333333329,,,80.0,-4.125,-5.75,5.208333333333329,84.98511904761904,1,Kompeten,60200125060,C,UNIFIED
0.25,27.666666666666668,27.666666666666668,21.428571428571427,0.25,0.25,0.25,37.56707758875525,39.16489357688705,39.16489357688705,34.30059201012277,0.0,86.0,0.0,86.0,0.0,85.0,-41.5,-41.5,0.41666666666666785,,,65.0,-41.5,-41.5,0.41666666666666785,25.44047619047619,0,Belum Kompeten,60200125061,C,UNIFIED
0.9375,86.33333333333333,68.83333333333333,85.64285714285714,0.75,0.625,0.875,19.67090741013109,1.795054935711501,31.745953372919132,3.377597262153397,85.0,90.0,0.0,90.0,80.0,91.0,-1.25,10.0,-1.4166666666666714,,,80.0,-1.25,10.0,-1.4166666666666714,83.63988095238095,1,Kompeten,60200125062,C,UNIFIED
0.5,70.66666666666667,56.833333333333336,21.071428571428573,0.625,0.5,0.25,41.19161695635684,31.615748537011672,40.18879058753683,33.64353957451625,0.0,86.0,0.0,86.0,0.0,82.5,20.0,-21.5,1.0416666666666679,,,65.0,20.0,-21.5,1.0416666666666679,49.642857142857146,0,Belum Kompeten,60200125063,C,UNIFIED
0.375,68.5,28.0,52.142857142857146,0.75,0.25,0.875,29.947414670207557,20.20519735117675,39.60218849171512,5.248906591678239,40.0,85.0,0.0,85.0,50.0,65.0,23.25,21.75,5.0,,,65.0,23.25,21.75,5.0,46.535714285714285,0,Belum Kompeten,60200125073,C,UNIFIED
1.0,87.33333333333333,87.33333333333333,85.25,0.75,0.75,0.875,2.818923489541566,2.1343747458109497,2.1343747458109497,3.3193157642588242,85.0,90.0,85.0,90.0,80.0,91.5,-2.75,-2.75,1.0208333333333286,,,80.0,-2.75,-2.75,1.0208333333333286,89.97916666666666,1,Kompeten,60200125083,C,UNIFIED
0.625,66.91666666666667,39.333333333333336,82.14285714285714,0.75,0.375,0.875,30.90997561949514,19.749296752599122,39.60920207336786,7.505780085632509,40.0,86.5,0.0,86.0,65.0,90.0,-40.375,-59.0,-4.041666666666671,,,65.0,-40.375,-59.0,-4.041666666666671,62.723214285714285,0,Belum Kompeten,60200125084,C,UNIFIED
0.875,86.5,86.5,86.35714285714286,0.75,0.75,0.875,2.3558144018247438,2.4324199198877374,2.4324199198877374,2.2154374884672605,82.0,90.0,82.0,90.0,83.0,90.0,0.0,0.0,3.4583333333333286,,,90.0,0.0,0.0,3.4583333333333286,86.71428571428572,0,Belum Kompeten,60200125085,C,UNIFIED
