Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,TP_Std,Respons_Std,Laporan_Std,TP_Min,TP_Max,Respons_Min,Respons_Max,Laporan_Min,Laporan_Max,TP_Trend,Respons_Trend,Laporan_Trend,TP_Last2_Mean,Respons_Last2_Mean,Laporan_Last2_Mean,TP_LateEarly_Gap,Respons_LateEarly_Gap,Laporan_LateEarly_Gap,Activity_Score,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
0.75,60.75,60.75,31.0,0.75,0.75,0.5,37.71125679275207,35.16656793035112,35.16656793035112,34.68429039204925,0.0,85.0,0.0,85.0,0.0,84.0,-43.5,-43.5,-22.0,39.0,39.0,20.0,-43.5,-43.5,-22.0,56.875,0,Belum Kompeten,60200125116,A,UNIFIED
1.0,82.75,82.75,80.25,1.0,1.0,1.0,4.645039169790594,1.479019945774904,1.479019945774904,7.495832175282475,81.0,85.0,81.0,85.0,67.5,86.5,-2.5,-2.5,10.5,81.5,81.5,85.5,-2.5,-2.5,10.5,86.4375,1,Kompeten,60200125117,A,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0,Belum Kompeten,60200125118,A,UNIFIED
0.75,43.25,43.25,33.25,0.5,0.5,0.5,41.035469075206414,43.26300382543958,43.26300382543958,35.23758646672612,0.0,88.0,0.0,88.0,0.0,83.0,-86.5,-86.5,-66.5,0.0,0.0,0.0,-86.5,-86.5,-66.5,48.6875,1,Kompeten,60200125119,A,UNIFIED
1.0,84.5,84.5,84.375,1.0,1.0,1.0,2.349275893168408,2.692582403567252,2.692582403567252,1.4306903927824497,80.0,87.0,80.0,87.0,82.5,86.0,-3.0,-3.0,-2.75,83.0,83.0,83.0,-3.0,-3.0,-2.75,88.34375,1,Kompeten,60200125120,A,UNIFIED
0.75,63.75,63.75,53.0,0.75,0.75,0.75,36.56178180681145,36.80607966083864,36.80607966083864,34.98392487986447,0.0,85.0,0.0,85.0,0.0,85.5,-42.5,-42.5,-22.5,42.5,42.5,41.75,-42.5,-42.5,-22.5,63.875,1,Kompeten,60200125121,A,UNIFIED
1.0,84.25,84.25,80.125,1.0,1.0,1.0,5.734126640852409,3.766629793329841,3.766629793329841,7.67605855892202,80.0,90.0,80.0,90.0,67.0,85.5,-6.5,-6.5,10.75,81.0,81.0,85.5,-6.5,-6.5,10.75,87.15625,1,Kompeten,60200125122,A,UNIFIED
0.875,70.5,60.5,74.25,1.0,0.75,1.0,23.97379935587089,17.628102563804195,34.93923296238771,9.575359001102779,40.0,82.0,0.0,82.0,65.0,87.0,-19.0,-39.0,3.5,61.0,41.0,76.0,-19.0,-39.0,3.5,73.1875,0,Belum Kompeten,60200125147,A,UNIFIED
1.0,84.75,84.75,80.5,1.0,1.0,1.0,5.569011482201207,3.2691742076555053,3.2691742076555053,7.721722605740251,82.0,90.0,82.0,90.0,67.5,87.0,-5.5,-5.5,8.0,82.0,82.0,84.5,-5.5,-5.5,8.0,87.5,1,Kompeten,60200125151,A,UNIFIED
0.75,62.75,62.75,21.875,0.75,0.75,0.25,41.596336477306906,36.34126442489309,36.34126442489309,37.888611415569194,0.0,88.0,0.0,88.0,0.0,87.5,-42.5,-42.5,-43.75,41.5,41.5,0.0,-42.5,-42.5,-43.75,55.59375,0,Belum Kompeten,60200125152,A,UNIFIED
1.0,86.0,86.0,88.625,1.0,1.0,1.0,2.161452058223823,2.1213203435596424,2.1213203435596424,0.649519052838329,83.0,88.0,83.0,88.0,87.5,89.0,-1.0,-1.0,0.75,85.5,85.5,89.0,-1.0,-1.0,0.75,90.15625,1,Kompeten,60200125154,A,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0,Belum Kompeten,60200125002,B,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0,Belum Kompeten,60200125008,B,UNIFIED
1.0,87.0,87.0,74.625,1.0,1.0,1.0,13.747916508814466,7.713624310270756,7.713624310270756,18.598975106171846,80.0,100.0,80.0,100.0,43.0,90.0,-6.0,-6.0,-20.75,84.0,84.0,64.25,-6.0,-6.0,-20.75,87.15625,1,Kompeten,60200125009,B,UNIFIED
1.0,90.75,90.75,88.375,1.0,1.0,1.0,7.709459377212444,9.310612224768036,9.310612224768036,1.0825317547305484,80.0,100.0,80.0,100.0,87.0,90.0,1.5,1.5,1.75,91.5,91.5,89.25,1.5,1.5,1.75,92.46875,1,Kompeten,60200125019,B,UNIFIED
1.0,90.0,90.0,89.0,1.0,1.0,1.0,8.191289411455454,10.0,10.0,0.7905694150420949,80.0,100.0,80.0,100.0,88.0,90.0,0.0,0.0,0.0,90.0,90.0,89.0,0.0,0.0,0.0,92.25,1,Kompeten,60200125020,B,UNIFIED
1.0,91.25,91.25,87.625,1.0,1.0,1.0,7.806136297099154,8.926785535678562,8.926785535678562,3.8303883615111407,80.0,100.0,80.0,100.0,81.0,90.0,-2.5,-2.5,4.25,90.0,90.0,89.75,-2.5,-2.5,4.25,92.53125,1,Kompeten,60200125021,B,UNIFIED
1.0,70.75,70.75,65.25,0.75,0.75,1.0,36.13910239923264,41.43292772662825,41.43292772662825,21.553711977290593,0.0,100.0,0.0,100.0,42.0,88.0,-41.5,-41.5,-0.5,50.0,50.0,65.0,-41.5,-41.5,-0.5,76.6875,1,Kompeten,60200125035,B,UNIFIED
1.0,90.5,90.5,62.75,1.0,1.0,1.0,19.933744421625022,9.526279441628825,9.526279441628825,22.29770167528483,80.0,100.0,80.0,100.0,40.0,87.0,1.0,1.0,-44.5,91.0,91.0,40.5,1.0,1.0,-44.5,85.9375,0,Belum Kompeten,60200125036,B,UNIFIED
1.0,70.0,70.0,54.0,0.75,0.75,1.0,36.52757710126541,41.23105625617661,41.23105625617661,20.787616505987405,0.0,100.0,0.0,100.0,41.5,90.0,40.0,40.0,-24.5,90.0,90.0,41.75,40.0,40.0,-24.5,73.5,1,Kompeten,60200125048,B,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1,Kompeten,60200125054,B,UNIFIED
1.0,90.0,90.0,76.375,1.0,1.0,1.0,15.304490535642,10.0,10.0,19.465915724671163,80.0,100.0,80.0,100.0,43.0,90.0,0.0,0.0,-20.25,90.0,90.0,66.25,0.0,0.0,-20.25,89.09375,1,Kompeten,60200125055,B,UNIFIED
1.0,86.75,86.75,74.625,1.0,1.0,1.0,13.8420529747417,8.166241485530538,8.166241485530538,18.531645231872965,80.0,100.0,80.0,100.0,43.0,88.0,-6.5,-6.5,-18.25,83.5,83.5,65.5,-6.5,-6.5,-18.25,87.03125,1,Kompeten,60200125056,B,UNIFIED
1.0,88.0,88.0,30.75,1.0,1.0,0.5,33.718091912535954,7.3824115301167,7.3824115301167,33.41687447981932,80.0,100.0,80.0,100.0,0.0,80.0,11.0,11.0,-18.5,93.5,93.5,21.5,11.0,11.0,-18.5,76.6875,1,Kompeten,60200125057,B,UNIFIED
0.75,90.0,90.0,88.125,1.0,1.0,1.0,8.26923263267719,10.0,10.0,1.6723860200324565,80.0,100.0,80.0,100.0,85.5,90.0,0.0,0.0,0.75,90.0,90.0,88.5,0.0,0.0,0.75,85.78125,1,Kompeten,60200125058,B,UNIFIED
1.0,90.5,90.5,63.625,1.0,1.0,0.75,25.98513864799562,9.604686356149273,9.604686356149273,36.873728791647856,79.0,100.0,79.0,100.0,0.0,89.0,-2.0,-2.0,-38.25,89.5,89.5,44.5,-2.0,-2.0,-38.25,86.15625,1,Kompeten,60200125072,B,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,1,Kompeten,60200125079,B,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0,Belum Kompeten,60200125080,B,UNIFIED
0.75,0.0,0.0,20.0,0.0,0.0,0.25,22.110831935702667,0.0,0.0,34.64101615137755,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,-40.0,23.75,0,Belum Kompeten,60200125081,B,UNIFIED
0.75,25.0,25.0,65.375,0.25,0.25,1.0,42.23912992974905,43.30127018922193,43.30127018922193,22.708409785804026,0.0,100.0,0.0,100.0,40.0,88.0,-50.0,-50.0,-2.75,0.0,0.0,64.0,-50.0,-50.0,-2.75,47.59375,1,Kompeten,60200125094,B,UNIFIED
1.0,70.0,70.0,85.375,0.75,0.75,1.0,34.491620359153906,41.23105625617661,41.23105625617661,3.3796264586489437,0.0,100.0,0.0,100.0,80.0,88.5,-40.0,-40.0,5.75,50.0,50.0,88.25,-40.0,-40.0,5.75,81.34375,1,Kompeten,60200125096,B,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0,Belum Kompeten,60200125102,B,UNIFIED
1.0,70.75,70.75,87.625,0.75,0.75,1.0,34.788123572085155,41.43292772662825,41.43292772662825,2.724311839712921,0.0,100.0,0.0,100.0,83.0,90.0,-41.5,-41.5,2.25,50.0,50.0,88.75,-41.5,-41.5,2.25,82.28125,1,Kompeten,60200125103,B,UNIFIED
1.0,86.5,86.5,88.375,1.0,1.0,1.0,6.608469943943152,7.88986691902975,7.88986691902975,2.042516829796024,80.0,100.0,80.0,100.0,85.0,90.0,-7.0,-7.0,1.75,83.0,83.0,89.25,-7.0,-7.0,1.75,90.34375,1,Kompeten,60200125104,B,UNIFIED
1.0,90.0,90.0,86.0,1.0,1.0,1.0,8.682677518420737,10.0,10.0,3.9370039370059056,80.0,100.0,80.0,100.0,80.0,90.0,0.0,0.0,2.0,90.0,90.0,87.0,0.0,0.0,2.0,91.5,1,Kompeten,60200125113,B,UNIFIED
0.75,90.75,90.75,72.375,1.0,1.0,1.0,15.613996125271711,9.310612224768036,9.310612224768036,18.24614685351403,80.0,100.0,80.0,100.0,41.5,89.0,-1.5,-1.5,-14.25,90.0,90.0,65.25,-1.5,-1.5,-14.25,82.21875,1,Kompeten,60200125115,B,UNIFIED
1.0,91.75,91.75,88.5,1.0,1.0,1.0,7.229376798098776,8.613216588476108,8.613216588476108,1.1726039399558574,80.0,100.0,80.0,100.0,86.5,89.5,3.5,3.5,1.5,93.5,93.5,89.25,3.5,3.5,1.5,93.0,1,Kompeten,60200125123,B,UNIFIED
0.5,18.75,18.75,0.0,0.25,0.25,0.0,27.95084971874737,32.47595264191645,32.47595264191645,0.0,0.0,75.0,0.0,75.0,0.0,0.0,-37.5,-37.5,0.0,0.0,0.0,0.0,-37.5,-37.5,0.0,21.875,1,Kompeten,60200125124,B,UNIFIED
0.5,71.0,71.0,77.25,0.75,0.75,1.0,35.99411603149727,41.50903516103452,41.50903516103452,20.363877332178173,0.0,100.0,0.0,100.0,42.0,90.0,-42.0,-42.0,-23.5,50.0,50.0,65.5,-42.0,-42.0,-23.5,67.3125,0,Belum Kompeten,60200125125,B,UNIFIED
1.0,91.0,91.0,62.5,1.0,1.0,1.0,19.333692525398934,9.1104335791443,9.1104335791443,20.34391801005893,80.0,100.0,80.0,100.0,42.0,85.5,2.0,2.0,-40.5,92.0,92.0,42.25,2.0,2.0,-40.5,86.125,1,Kompeten,60200125126,B,UNIFIED
0.75,65.0,65.0,64.0,0.75,0.75,0.75,37.976600983002974,38.40572873934304,38.40572873934304,37.094473981982816,0.0,100.0,0.0,100.0,0.0,88.0,-50.0,-50.0,-40.0,40.0,40.0,44.0,-50.0,-50.0,-40.0,67.25,0,Belum Kompeten,60200125127,B,UNIFIED
1.0,90.0,90.0,52.75,1.0,1.0,1.0,22.243756926882256,10.0,10.0,18.955540087267362,80.0,100.0,80.0,100.0,40.5,85.5,0.0,0.0,-21.0,90.0,90.0,42.25,0.0,0.0,-21.0,83.1875,1,Kompeten,60200125128,B,UNIFIED
1.0,90.75,90.75,55.25,1.0,1.0,0.75,28.39662049532577,9.310612224768036,9.310612224768036,37.490832212689014,80.0,100.0,80.0,100.0,0.0,90.0,-1.5,-1.5,20.5,90.0,90.0,65.5,-1.5,-1.5,20.5,84.1875,1,Kompeten,60200125129,B,UNIFIED
0.75,20.0,20.0,20.75,0.25,0.25,0.25,35.08115591026043,34.64101615137755,34.64101615137755,35.94005425705421,0.0,80.0,0.0,80.0,0.0,83.0,40.0,40.0,-41.5,40.0,40.0,0.0,40.0,40.0,-41.5,33.9375,0,Belum Kompeten,60200125153,B,UNIFIED
1.0,92.25,92.25,65.25,1.0,1.0,1.0,18.94674554288062,7.949056547792323,7.949056547792323,21.553711977290593,82.0,100.0,82.0,100.0,42.0,88.0,2.5,2.5,-3.0,93.5,93.5,63.75,2.5,2.5,-3.0,87.4375,1,Kompeten,60200125155,B,UNIFIED
1.0,86.75,86.75,86.125,1.0,1.0,1.0,1.6388300366080946,1.299038105676658,1.299038105676658,2.1028254801575903,85.0,88.0,85.0,88.0,82.5,87.5,-2.5,-2.5,-2.75,85.5,85.5,84.75,-2.5,-2.5,-2.75,89.90625,1,Kompeten,60200125010,C,UNIFIED
1.0,84.5,84.5,85.375,1.0,1.0,1.0,1.3913173214219998,1.5,1.5,0.8926785535678563,82.0,86.0,82.0,86.0,84.5,86.5,-2.0,-2.0,1.75,83.5,83.5,86.25,-2.0,-2.0,1.75,88.59375,1,Kompeten,60200125011,C,UNIFIED
1.0,85.5,85.5,84.0625,1.0,1.0,1.0,1.780854000815963,1.8027756377319946,1.8027756377319946,1.27934309315367,83.0,88.0,83.0,88.0,82.5,86.0,-2.0,-2.0,-1.375,84.5,84.5,83.375,-2.0,-2.0,-1.375,88.765625,1,Kompeten,60200125022,C,UNIFIED
1.0,85.75,85.75,83.625,1.0,1.0,1.0,2.794774389622334,2.5860201081971503,2.5860201081971503,2.6545950726994127,83.0,90.0,83.0,90.0,80.5,86.5,-3.5,-3.5,-5.25,84.0,84.0,81.0,-3.5,-3.5,-5.25,88.78125,0,Belum Kompeten,60200125023,C,UNIFIED
1.0,86.0,86.0,84.5,1.0,1.0,1.0,2.6060826285186485,2.9154759474226504,2.9154759474226504,1.3693063937629153,82.0,90.0,82.0,90.0,82.5,86.0,0.0,0.0,-1.0,86.0,86.0,84.0,0.0,0.0,-1.0,89.125,1,Kompeten,60200125024,C,UNIFIED
1.0,82.0,82.0,73.625,1.0,1.0,1.0,10.492970530576914,6.96419413859206,6.96419413859206,13.658216391608386,70.0,87.0,70.0,87.0,50.0,82.5,8.0,8.0,-14.75,86.0,86.0,66.25,8.0,8.0,-14.75,84.40625,0,Belum Kompeten,60200125038,C,UNIFIED
0.75,87.5,87.5,84.125,1.0,1.0,1.0,2.6230151225895235,2.5,2.5,0.739509972887452,85.0,90.0,85.0,90.0,83.0,85.0,-5.0,-5.0,-1.25,85.0,85.0,83.5,-5.0,-5.0,-1.25,83.53125,1,Kompeten,60200125039,C,UNIFIED
1.0,87.5,64.5,84.5,1.0,0.75,1.0,23.836538246053166,1.5,37.24580513292739,1.541103500742244,86.0,90.0,0.0,87.0,82.5,86.0,2.0,42.0,3.0,88.5,85.5,86.0,2.0,42.0,3.0,84.125,1,Kompeten,60200125040,C,UNIFIED
1.0,82.75,82.75,83.875,1.0,1.0,1.0,6.086614411969926,7.39509972887452,7.39509972887452,0.960143218483576,70.0,88.0,70.0,88.0,82.5,85.0,9.5,9.5,0.25,87.5,87.5,84.0,9.5,9.5,0.25,87.34375,0,Belum Kompeten,60200125046,C,UNIFIED
0.5,73.0,43.0,74.125,1.0,0.5,1.0,31.861761956928873,19.32614809008769,43.05229378325852,13.970392800490615,40.0,89.0,0.0,89.0,50.0,83.5,-26.0,-86.0,-14.75,60.0,0.0,66.75,-26.0,-86.0,-14.75,60.03125,0,Belum Kompeten,60200125059,C,UNIFIED
1.0,78.625,82.75,79.625,1.0,1.0,1.0,6.4463598686045716,7.223010106596833,1.7853571071357126,7.748991869914434,66.5,85.0,80.0,85.0,66.5,86.5,10.75,2.5,10.75,84.0,84.0,85.0,10.75,2.5,10.75,85.25,1,Kompeten,60200125060,C,UNIFIED
0.25,41.5,41.5,21.25,0.5,0.5,0.25,41.15645959830202,41.55418149837631,41.55418149837631,36.80607966083864,0.0,86.0,0.0,86.0,0.0,85.0,3.0,3.0,42.5,43.0,43.0,42.5,3.0,3.0,42.5,32.3125,0,Belum Kompeten,60200125061,C,UNIFIED
1.0,86.75,65.5,86.25,1.0,0.75,1.0,24.04769566230134,2.0463381929681126,37.85828839237189,1.8200274723201295,85.0,90.0,0.0,90.0,84.0,89.0,-3.5,-46.0,-0.5,85.0,42.5,86.0,-3.5,-46.0,-0.5,84.625,1,Kompeten,60200125062,C,UNIFIED
0.5,64.0,64.0,20.625,0.75,0.75,0.25,41.87852389816156,36.952672433803755,36.952672433803755,35.723547906108095,0.0,86.0,0.0,86.0,0.0,82.5,-43.0,-43.0,-41.25,42.5,42.5,0.0,-43.0,-43.0,-41.25,49.65625,0,Belum Kompeten,60200125063,C,UNIFIED
0.125,60.75,20.75,50.0,1.0,0.25,1.0,29.328124537530332,20.777090749188154,35.94005425705421,0.0,40.0,83.0,0.0,83.0,50.0,50.0,1.5,41.5,0.0,61.5,41.5,50.0,1.5,41.5,0.0,36.0,0,Belum Kompeten,60200125073,C,UNIFIED
1.0,88.25,88.25,84.8125,1.0,1.0,1.0,2.4863341768332123,2.0463381929681126,2.0463381929681126,1.5142551799482147,85.0,90.0,85.0,90.0,82.5,86.75,1.5,1.5,-0.375,89.0,89.0,84.625,1.5,1.5,-0.375,90.328125,1,Kompeten,60200125083,C,UNIFIED
0.75,80.375,59.0,83.875,1.0,0.75,1.0,23.11279708059777,6.4553756668376785,34.539832078341085,2.301494079940246,70.0,86.5,0.0,86.0,81.0,87.0,4.25,-38.0,-0.25,82.5,40.0,83.75,4.25,-38.0,-0.25,74.5625,0,Belum Kompeten,60200125084,C,UNIFIED
0.75,86.5,86.5,84.875,1.0,1.0,1.0,2.617714758249179,2.958039891549808,2.958039891549808,1.1388041973930374,82.0,90.0,82.0,90.0,83.0,86.0,-3.0,-3.0,-1.25,85.0,85.0,84.25,-3.0,-3.0,-1.25,83.21875,0,Belum Kompeten,60200125085,C,UNIFIED
1.0,81.0,81.0,78.925,1.0,1.0,1.0,5.2253322595048655,4.06201920231798,4.06201920231798,6.78541634684269,75.0,86.0,75.0,86.0,67.5,84.5,-4.0,-4.0,6.849999999999994,79.0,79.0,82.35,-4.0,-4.0,6.849999999999994,85.23125,0,Belum Kompeten,60200125086,C,UNIFIED
1.0,85.75,85.75,85.0,1.0,1.0,1.0,1.7677669529663689,1.299038105676658,1.299038105676658,2.3717082451262845,85.0,88.0,85.0,88.0,82.0,88.5,-1.5,-1.5,0.5,85.0,85.0,85.25,-1.5,-1.5,0.5,89.125,1,Kompeten,60200125087,C,UNIFIED
1.0,85.25,85.25,85.5,1.0,1.0,1.0,1.7360555546666383,1.7853571071357126,1.7853571071357126,1.620185174601965,83.0,88.0,83.0,88.0,83.0,87.5,-2.5,-2.5,-0.5,84.0,84.0,85.25,-2.5,-2.5,-0.5,89.0,1,Kompeten,60200125105,C,UNIFIED
0.0,72.25,0.0,66.125,1.0,0.0,1.0,35.71421577374104,18.872930350107268,0.0,16.133718573224215,40.0,86.0,0.0,0.0,50.0,83.0,-26.5,0.0,-32.25,59.0,0.0,50.0,-26.5,0.0,-32.25,34.59375,0,Belum Kompeten,60200125106,C,UNIFIED
1.0,86.5,86.5,84.375,1.0,1.0,1.0,2.1838262802297765,2.0615528128088303,2.0615528128088303,1.6723860200324565,85.0,90.0,85.0,90.0,82.5,87.0,2.0,2.0,0.75,87.5,87.5,84.75,2.0,2.0,0.75,89.34375,0,Belum Kompeten,60200125107,C,UNIFIED
