Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
1.0,85.5,85.5,81.25,1.0,1.0,1.0,5.357367720148477,1,Kompeten,60200125101,A,UNIFIED
1.0,84.625,84.625,81.0,1.0,1.0,1.0,4.9490459237670805,1,Kompeten,60200125114,A,UNIFIED
0.75,60.75,60.75,31.0,0.75,0.75,0.5,37.71125679275207,0,Belum Kompeten,60200125116,A,UNIFIED
1.0,82.75,82.75,80.25,1.0,1.0,1.0,4.645039169790594,1,Kompeten,60200125117,A,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125118,A,UNIFIED
0.75,43.25,43.25,33.25,0.5,0.5,0.5,41.035469075206414,1,Kompeten,60200125119,A,UNIFIED
1.0,84.5,84.5,84.375,1.0,1.0,1.0,2.349275893168408,1,Kompeten,60200125120,A,UNIFIED
0.75,63.75,63.75,53.0,0.75,0.75,0.75,36.56178180681145,1,Kompeten,60200125121,A,UNIFIED
1.0,84.25,84.25,80.125,1.0,1.0,1.0,5.734126640852409,1,Kompeten,60200125122,A,UNIFIED
0.875,70.5,60.5,74.25,1.0,0.75,1.0,23.97379935587089,0,Belum Kompeten,60200125147,A,UNIFIED
1.0,84.75,84.75,80.5,1.0,1.0,1.0,5.569011482201207,1,Kompeten,60200125151,A,UNIFIED
0.75,62.75,62.75,21.875,0.75,0.75,0.25,41.596336477306906,0,Belum Kompeten,60200125152,A,UNIFIED
1.0,86.0,86.0,88.625,1.0,1.0,1.0,2.161452058223823,1,Kompeten,60200125154,A,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125002,B,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125008,B,UNIFIED
1.0,87.0,87.0,74.625,1.0,1.0,1.0,13.747916508814466,1,Kompeten,60200125009,B,UNIFIED
1.0,90.75,90.75,88.375,1.0,1.0,1.0,7.709459377212444,1,Kompeten,60200125019,B,UNIFIED
1.0,90.0,90.0,89.0,1.0,1.0,1.0,8.191289411455454,1,Kompeten,60200125020,B,UNIFIED
1.0,91.25,91.25,87.625,1.0,1.0,1.0,7.806136297099154,1,Kompeten,60200125021,B,UNIFIED
1.0,70.75,70.75,65.25,0.75,0.75,1.0,36.13910239923264,1,Kompeten,60200125035,B,UNIFIED
1.0,90.5,90.5,62.75,1.0,1.0,1.0,19.933744421625022,0,Belum Kompeten,60200125036,B,UNIFIED
1.0,70.0,70.0,54.0,0.75,0.75,1.0,36.52757710126541,1,Kompeten,60200125048,B,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Kompeten,60200125054,B,UNIFIED
1.0,90.0,90.0,76.375,1.0,1.0,1.0,15.304490535642,1,Kompeten,60200125055,B,UNIFIED
1.0,86.75,86.75,74.625,1.0,1.0,1.0,13.8420529747417,1,Kompeten,60200125056,B,UNIFIED
1.0,88.0,88.0,30.75,1.0,1.0,0.5,33.718091912535954,1,Kompeten,60200125057,B,UNIFIED
0.75,90.0,90.0,88.125,1.0,1.0,1.0,8.26923263267719,1,Kompeten,60200125058,B,UNIFIED
1.0,90.5,90.5,63.625,1.0,1.0,0.75,25.98513864799562,1,Kompeten,60200125072,B,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Kompeten,60200125079,B,UNIFIED
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125080,B,UNIFIED
0.75,0.0,0.0,20.0,0.0,0.0,0.25,22.110831935702667,0,Belum Kompeten,60200125081,B,UNIFIED
0.75,25.0,25.0,65.375,0.25,0.25,1.0,42.23912992974905,1,Kompeten,60200125094,B,UNIFIED
1.0,70.0,70.0,85.375,0.75,0.75,1.0,34.491620359153906,1,Kompeten,60200125096,B,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125102,B,UNIFIED
1.0,70.75,70.75,87.625,0.75,0.75,1.0,34.788123572085155,1,Kompeten,60200125103,B,UNIFIED
1.0,86.5,86.5,88.375,1.0,1.0,1.0,6.608469943943152,1,Kompeten,60200125104,B,UNIFIED
1.0,90.0,90.0,86.0,1.0,1.0,1.0,8.682677518420737,1,Kompeten,60200125113,B,UNIFIED
0.75,90.75,90.75,72.375,1.0,1.0,1.0,15.613996125271711,1,Kompeten,60200125115,B,UNIFIED
1.0,91.75,91.75,88.5,1.0,1.0,1.0,7.229376798098776,1,Kompeten,60200125123,B,UNIFIED
0.5,18.75,18.75,0.0,0.25,0.25,0.0,27.95084971874737,1,Kompeten,60200125124,B,UNIFIED
0.5,71.0,71.0,77.25,0.75,0.75,1.0,35.99411603149727,0,Belum Kompeten,60200125125,B,UNIFIED
1.0,91.0,91.0,62.5,1.0,1.0,1.0,19.333692525398934,1,Kompeten,60200125126,B,UNIFIED
0.75,65.0,65.0,64.0,0.75,0.75,0.75,37.976600983002974,0,Belum Kompeten,60200125127,B,UNIFIED
1.0,90.0,90.0,52.75,1.0,1.0,1.0,22.243756926882256,1,Kompeten,60200125128,B,UNIFIED
1.0,90.75,90.75,55.25,1.0,1.0,0.75,28.39662049532577,1,Kompeten,60200125129,B,UNIFIED
0.75,20.0,20.0,20.75,0.25,0.25,0.25,35.08115591026043,0,Belum Kompeten,60200125153,B,UNIFIED
1.0,92.25,92.25,65.25,1.0,1.0,1.0,18.94674554288062,1,Kompeten,60200125155,B,UNIFIED
1.0,86.75,86.75,86.125,1.0,1.0,1.0,1.6388300366080946,1,Kompeten,60200125010,C,UNIFIED
1.0,84.5,84.5,85.375,1.0,1.0,1.0,1.3913173214219998,1,Kompeten,60200125011,C,UNIFIED
1.0,85.5,85.5,84.0625,1.0,1.0,1.0,1.780854000815963,1,Kompeten,60200125022,C,UNIFIED
1.0,85.75,85.75,83.625,1.0,1.0,1.0,2.794774389622334,0,Belum Kompeten,60200125023,C,UNIFIED
1.0,86.0,86.0,84.5,1.0,1.0,1.0,2.6060826285186485,1,Kompeten,60200125024,C,UNIFIED
1.0,82.0,82.0,73.625,1.0,1.0,1.0,10.492970530576914,0,Belum Kompeten,60200125038,C,UNIFIED
0.75,87.5,87.5,84.125,1.0,1.0,1.0,2.6230151225895235,1,Kompeten,60200125039,C,UNIFIED
1.0,87.5,64.5,84.5,1.0,0.75,1.0,23.836538246053166,1,Kompeten,60200125040,C,UNIFIED
1.0,82.75,82.75,83.875,1.0,1.0,1.0,6.086614411969926,0,Belum Kompeten,60200125046,C,UNIFIED
0.5,73.0,43.0,74.125,1.0,0.5,1.0,31.861761956928873,0,Belum Kompeten,60200125059,C,UNIFIED
1.0,78.625,82.75,79.625,1.0,1.0,1.0,6.4463598686045716,1,Kompeten,60200125060,C,UNIFIED
0.25,41.5,41.5,21.25,0.5,0.5,0.25,41.15645959830202,0,Belum Kompeten,60200125061,C,UNIFIED
1.0,86.75,65.5,86.25,1.0,0.75,1.0,24.04769566230134,1,Kompeten,60200125062,C,UNIFIED
0.5,64.0,64.0,20.625,0.75,0.75,0.25,41.87852389816156,0,Belum Kompeten,60200125063,C,UNIFIED
0.125,60.75,20.75,50.0,1.0,0.25,1.0,29.328124537530332,0,Belum Kompeten,60200125073,C,UNIFIED
1.0,88.25,88.25,84.8125,1.0,1.0,1.0,2.4863341768332123,1,Kompeten,60200125083,C,UNIFIED
0.75,80.375,59.0,83.875,1.0,0.75,1.0,23.11279708059777,0,Belum Kompeten,60200125084,C,UNIFIED
0.75,86.5,86.5,84.875,1.0,1.0,1.0,2.617714758249179,0,Belum Kompeten,60200125085,C,UNIFIED
1.0,81.0,81.0,78.925,1.0,1.0,1.0,5.2253322595048655,0,Belum Kompeten,60200125086,C,UNIFIED
1.0,85.75,85.75,85.0,1.0,1.0,1.0,1.7677669529663689,1,Kompeten,60200125087,C,UNIFIED
1.0,85.25,85.25,85.5,1.0,1.0,1.0,1.7360555546666383,1,Kompeten,60200125105,C,UNIFIED
0.0,72.25,0.0,66.125,1.0,0.0,1.0,35.71421577374104,0,Belum Kompeten,60200125106,C,UNIFIED
1.0,86.5,86.5,84.375,1.0,1.0,1.0,2.1838262802297765,0,Belum Kompeten,60200125107,C,UNIFIED
0.5,42.75,42.75,10.25,0.5,0.5,0.25,39.47458746529918,0,Belum Kompeten,60200125130,C,UNIFIED
0.5,80.75,80.75,82.5,1.0,1.0,1.0,5.217491947499509,0,Belum Kompeten,60200125131,C,UNIFIED
0.5,85.0,63.25,79.75,1.0,0.75,1.0,23.50088650810149,1,Kompeten,60200125132,C,UNIFIED
0.75,80.5,80.5,83.125,1.0,1.0,1.0,3.8412508813319306,1,Kompeten,60200125133,C,UNIFIED
0.25,73.125,21.625,76.75,1.0,0.25,1.0,34.73850729218066,1,Kompeten,60200125134,C,UNIFIED
0.5,62.5,42.5,45.75,1.0,0.5,0.75,33.77406549410361,0,Belum Kompeten,60200125135,C,UNIFIED
0.25,20.0,20.0,0.0,0.25,0.25,0.0,29.814239699997195,0,Belum Kompeten,60200125136,C,UNIFIED
1.0,84.5,84.25,79.125,1.0,1.0,1.0,5.164482065028399,0,Belum Kompeten,60200125137,C,UNIFIED
1.0,85.75,85.75,83.75,1.0,1.0,1.0,1.9021187017522212,1,Kompeten,60200125156,C,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200123102,D,UNIFIED
1.0,90.5,90.5,65.0,1.0,1.0,0.75,26.025628394590846,1,Kompeten,60200125004,D,UNIFIED
0.75,20.0,20.0,0.0,0.25,0.25,0.0,29.814239699997195,0,Belum Kompeten,60200125012,D,UNIFIED
1.0,70.0,70.0,54.625,0.75,0.75,1.0,36.19629642656829,1,Kompeten,60200125013,D,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125025,D,UNIFIED
1.0,92.0,92.0,74.125,1.0,1.0,1.0,15.22122741072115,1,Kompeten,60200125026,D,UNIFIED
1.0,71.25,71.25,75.625,0.75,0.75,1.0,35.94003010417338,1,Kompeten,60200125027,D,UNIFIED
1.0,90.5,90.5,65.75,1.0,1.0,0.75,26.034832436564674,1,Kompeten,60200125030,D,UNIFIED
1.0,92.75,92.75,63.25,1.0,1.0,1.0,18.89536245278778,1,Kompeten,60200125041,D,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125043,D,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125052,D,UNIFIED
1.0,91.25,91.25,75.875,1.0,1.0,1.0,15.396326672294272,1,Kompeten,60200125064,D,UNIFIED
0.75,0.0,0.0,11.375,0.0,0.0,0.25,12.575535663430891,0,Belum Kompeten,60200125065,D,UNIFIED
1.0,90.75,90.75,75.75,1.0,1.0,1.0,15.805457918073744,1,Kompeten,60200125066,D,UNIFIED
1.0,90.75,90.75,87.125,1.0,1.0,1.0,7.795453625172959,1,Kompeten,60200125067,D,UNIFIED
1.0,90.0,90.0,54.125,1.0,1.0,1.0,22.264001524633635,0,Belum Kompeten,60200125068,D,UNIFIED
1.0,70.0,70.0,63.75,0.75,0.75,1.0,36.01321131041897,1,Kompeten,60200125071,D,UNIFIED
1.0,92.0,92.0,42.75,1.0,1.0,0.75,30.36845494185629,1,Kompeten,60200125076,D,UNIFIED
1.0,91.75,91.75,74.875,1.0,1.0,1.0,15.297228779531714,1,Kompeten,60200125082,D,UNIFIED
1.0,70.0,70.0,65.875,0.75,0.75,1.0,36.17441833211236,1,Kompeten,60200125089,D,UNIFIED
1.0,91.75,91.75,75.375,1.0,1.0,1.0,15.462937319783572,1,Kompeten,60200125090,D,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125092,D,UNIFIED
1.0,91.0,91.0,76.875,1.0,1.0,1.0,15.36020064611426,1,Kompeten,60200125093,D,UNIFIED
0.75,25.0,25.0,11.375,0.25,0.25,0.25,37.69143267670018,0,Belum Kompeten,60200125097,D,UNIFIED
1.0,91.25,91.25,76.875,1.0,1.0,1.0,15.08235494064357,1,Kompeten,60200125108,D,UNIFIED
1.0,70.0,70.0,76.75,0.75,0.75,1.0,35.63793624776833,0,Belum Kompeten,60200125109,D,UNIFIED
1.0,91.75,91.75,74.75,1.0,1.0,1.0,15.417567541246216,1,Kompeten,60200125110,D,UNIFIED
1.0,88.75,88.75,0.0,1.0,1.0,0.0,42.17588831969702,1,Kompeten,60200125138,D,UNIFIED
1.0,90.75,90.75,63.25,1.0,1.0,1.0,19.691192334532605,1,Kompeten,60200125139,D,UNIFIED
1.0,91.25,91.25,75.875,1.0,1.0,1.0,15.280877210858458,1,Kompeten,60200125140,D,UNIFIED
1.0,91.75,91.75,66.375,1.0,1.0,1.0,18.969776766097056,1,Kompeten,60200125141,D,UNIFIED
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125142,D,UNIFIED
1.0,90.0,90.0,65.125,1.0,1.0,1.0,18.992825765418782,1,Kompeten,60200125143,D,UNIFIED
1.0,92.25,92.25,66.25,1.0,1.0,1.0,18.87109047075859,1,Kompeten,60200125144,D,UNIFIED
1.0,89.75,89.75,44.25,1.0,1.0,0.5,34.39345464215862,0,Belum Kompeten,60200125005,E,UNIFIED
0.75,50.0,50.0,62.5,0.5,0.5,1.0,43.100335136619165,1,Kompeten,60200125014,E,UNIFIED
1.0,91.25,91.25,44.0,1.0,1.0,0.5,34.562744875564114,1,Kompeten,60200125015,E,UNIFIED
1.0,90.0,90.0,86.5,1.0,1.0,1.0,8.95203266799719,1,Kompeten,60200125028,E,UNIFIED
1.0,91.25,91.25,66.25,1.0,1.0,0.75,26.071882470499816,1,Kompeten,60200125029,E,UNIFIED
0.75,0.0,0.0,32.5,0.0,0.0,0.5,26.28635049264584,0,Belum Kompeten,60200125037,E,UNIFIED
1.0,70.0,70.0,82.5,0.75,0.75,1.0,35.930101895516835,1,Kompeten,60200125042,E,UNIFIED
0.75,0.0,0.0,12.5,0.0,0.0,0.25,13.819269959814168,0,Belum Kompeten,60200125044,E,UNIFIED
1.0,92.5,92.5,0.0,1.0,1.0,0.0,44.03281604540969,1,Kompeten,60200125045,E,UNIFIED
1.0,91.25,91.25,90.0,1.0,1.0,1.0,7.312470322826769,1,Kompeten,60200125069,E,UNIFIED
1.0,89.75,89.75,44.0,1.0,1.0,0.5,34.35961777047779,1,Kompeten,60200125070,E,UNIFIED
1.0,91.25,91.25,91.75,1.0,1.0,1.0,7.305344314647705,1,Kompeten,60200125091,E,UNIFIED
1.0,79.75,79.75,84.875,1.0,1.0,1.0,3.8376334576865934,0,Belum Kompeten,60200125095,E,UNIFIED
1.0,88.75,88.75,88.75,1.0,1.0,1.0,10.180659769058847,1,Kompeten,60200125098,E,UNIFIED
1.0,82.5,82.5,87.5,1.0,1.0,1.0,10.374916331657278,1,Kompeten,60200125111,E,UNIFIED
1.0,87.5,87.5,91.25,1.0,1.0,1.0,11.203608049790626,1,Kompeten,60200125112,E,UNIFIED
1.0,87.5,87.5,91.25,1.0,1.0,1.0,11.203608049790626,1,Kompeten,60200125145,E,UNIFIED
1.0,40.0,40.0,39.25,0.5,0.5,0.5,39.80551678683078,1,Kompeten,60200125146,E,UNIFIED
1.0,86.25,86.25,22.25,1.0,1.0,0.25,38.07986855136043,1,Kompeten,60200125148,E,UNIFIED
1.0,92.25,92.25,86.375,1.0,1.0,1.0,7.606078526780772,1,Kompeten,60200125149,E,UNIFIED
1.0,84.0,84.0,86.375,1.0,1.0,1.0,9.306042690400446,1,Kompeten,60200125150,E,UNIFIED
