Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
1.0,89.83333333333333,89.83333333333333,34.416666666666664,1,Kompeten,60200125057,B,UNIFIED
0.8333333333333334,90.33333333333333,90.33333333333333,88.25,1,Kompeten,60200125058,B,UNIFIED
0.8333333333333334,93.66666666666667,93.66666666666667,71.58333333333333,1,Kompeten,60200125072,B,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,0.0,1,Kompeten,60200125079,B,UNIFIED
0.5,16.666666666666668,16.666666666666668,0.0,0,Belum Kompeten,60200125080,B,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,13.333333333333334,0,Belum Kompeten,60200125081,B,UNIFIED
0.6666666666666666,33.333333333333336,33.333333333333336,57.5,1,Kompeten,60200125094,B,UNIFIED
0.8333333333333334,80.0,80.0,86.33333333333333,1,Kompeten,60200125096,B,UNIFIED
0.8333333333333334,16.666666666666668,16.666666666666668,0.0,0,Belum Kompeten,60200125102,B,UNIFIED
1.0,78.33333333333333,78.33333333333333,87.83333333333333,1,Kompeten,60200125103,B,UNIFIED
1.0,88.83333333333333,88.83333333333333,88.41666666666667,1,Kompeten,60200125104,B,UNIFIED
1.0,74.5,74.5,86.83333333333333,1,Kompeten,60200125113,B,UNIFIED
0.8333333333333334,75.0,75.0,62.416666666666664,1,Kompeten,60200125115,B,UNIFIED
0.8333333333333334,75.66666666666667,75.66666666666667,88.41666666666667,1,Kompeten,60200125123,B,UNIFIED
0.6666666666666666,12.5,12.5,0.0,1,Kompeten,60200125124,B,UNIFIED
0.6666666666666666,47.333333333333336,47.333333333333336,65.25,0,Belum Kompeten,60200125125,B,UNIFIED
0.8333333333333334,77.33333333333333,77.33333333333333,55.916666666666664,1,Kompeten,60200125126,B,UNIFIED
0.8333333333333334,43.333333333333336,43.333333333333336,42.666666666666664,0,Belum Kompeten,60200125127,B,UNIFIED
1.0,76.66666666666667,76.66666666666667,49.0,1,Kompeten,60200125128,B,UNIFIED
0.8333333333333334,74.66666666666667,74.66666666666667,50.583333333333336,1,Kompeten,60200125129,B,UNIFIED
0.8333333333333334,13.333333333333334,13.333333333333334,13.833333333333334,0,Belum Kompeten,60200125153,B,UNIFIED
1.0,76.0,76.0,57.833333333333336,1,Kompeten,60200125155,B,UNIFIED
1.0,83.0,83.0,87.08333333333333,1,Kompeten,60200125010,C,UNIFIED
1.0,85.0,70.66666666666667,86.5,1,Kompeten,60200125011,C,UNIFIED
1.0,83.0,83.0,85.125,1,Kompeten,60200125022,C,UNIFIED
1.0,85.16666666666667,85.16666666666667,85.33333333333333,0,Belum Kompeten,60200125023,C,UNIFIED
1.0,85.83333333333333,82.66666666666667,85.58333333333333,1,Kompeten,60200125024,C,UNIFIED
0.8333333333333334,82.33333333333333,54.666666666666664,78.08333333333333,0,Belum Kompeten,60200125038,C,UNIFIED
0.8333333333333334,86.66666666666667,86.66666666666667,85.33333333333333,1,Kompeten,60200125039,C,UNIFIED
1.0,83.66666666666667,68.33333333333333,85.83333333333333,1,Kompeten,60200125040,C,UNIFIED
0.8333333333333334,80.33333333333333,66.16666666666667,85.0,0,Belum Kompeten,60200125046,C,UNIFIED
0.6666666666666666,77.0,57.0,71.41666666666667,0,Belum Kompeten,60200125059,C,UNIFIED
1.0,77.25,80.83333333333333,82.16666666666667,1,Kompeten,60200125060,C,UNIFIED
0.3333333333333333,27.666666666666668,27.666666666666668,14.166666666666666,0,Belum Kompeten,60200125061,C,UNIFIED
0.9166666666666666,86.33333333333333,68.83333333333333,86.58333333333333,1,Kompeten,60200125062,C,UNIFIED
0.5,70.66666666666667,56.833333333333336,13.75,0,Belum Kompeten,60200125063,C,UNIFIED
0.3333333333333333,68.5,28.0,50.0,0,Belum Kompeten,60200125073,C,UNIFIED
1.0,87.33333333333333,87.33333333333333,86.125,1,Kompeten,60200125083,C,UNIFIED
0.5,66.91666666666667,39.333333333333336,85.0,0,Belum Kompeten,60200125084,C,UNIFIED
0.8333333333333334,86.5,86.5,85.75,0,Belum Kompeten,60200125085,C,UNIFIED
1.0,81.66666666666667,82.66666666666667,81.45,0,Belum Kompeten,60200125086,C,UNIFIED
1.0,85.83333333333333,85.83333333333333,85.91666666666667,1,Kompeten,60200125087,C,UNIFIED
1.0,85.5,85.5,86.41666666666667,1,Kompeten,60200125105,C,UNIFIED
0.0,76.5,14.166666666666666,69.75,0,Belum Kompeten,60200125106,C,UNIFIED
1.0,86.16666666666667,86.16666666666667,85.5,0,Belum Kompeten,60200125107,C,UNIFIED
0.3333333333333333,28.5,28.5,6.833333333333333,0,Belum Kompeten,60200125130,C,UNIFIED
0.5,67.16666666666667,67.16666666666667,69.08333333333333,0,Belum Kompeten,60200125131,C,UNIFIED
0.6666666666666666,84.5,70.83333333333333,82.66666666666667,1,Kompeten,60200125132,C,UNIFIED
0.6666666666666666,82.0,82.0,84.83333333333333,1,Kompeten,60200125133,C,UNIFIED
0.16666666666666666,76.75,28.75,80.5,1,Kompeten,60200125134,C,UNIFIED
0.3333333333333333,55.0,28.333333333333332,47.166666666666664,0,Belum Kompeten,60200125135,C,UNIFIED
0.16666666666666666,13.333333333333334,13.333333333333334,0.0,0,Belum Kompeten,60200125136,C,UNIFIED
1.0,85.0,84.83333333333333,82.08333333333333,0,Belum Kompeten,60200125137,C,UNIFIED
1.0,78.16666666666667,71.5,75.0,1,Kompeten,60200125156,C,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,0.0,0,Belum Kompeten,60200123102,D,UNIFIED
1.0,93.66666666666667,93.66666666666667,57.333333333333336,1,Kompeten,60200125004,D,UNIFIED
0.6666666666666666,30.0,30.0,0.0,0,Belum Kompeten,60200125012,D,UNIFIED
1.0,77.0,77.0,50.583333333333336,1,Kompeten,60200125013,D,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,0.0,0,Belum Kompeten,60200125025,D,UNIFIED
1.0,94.66666666666667,94.66666666666667,62.75,1,Kompeten,60200125026,D,UNIFIED
1.0,77.83333333333333,77.83333333333333,64.66666666666667,1,Kompeten,60200125027,D,UNIFIED
1.0,93.66666666666667,93.66666666666667,57.75,1,Kompeten,60200125030,D,UNIFIED
1.0,91.83333333333333,91.83333333333333,56.416666666666664,1,Kompeten,60200125041,D,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,0.0,0,Belum Kompeten,60200125043,D,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,0.0,0,Belum Kompeten,60200125052,D,UNIFIED
1.0,94.16666666666667,94.16666666666667,64.08333333333333,1,Kompeten,60200125064,D,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,7.583333333333333,0,Belum Kompeten,60200125065,D,UNIFIED
1.0,93.83333333333333,93.83333333333333,64.25,1,Kompeten,60200125066,D,UNIFIED
1.0,90.83333333333333,90.83333333333333,87.0,1,Kompeten,60200125067,D,UNIFIED
0.8333333333333334,93.33333333333333,93.33333333333333,50.0,0,Belum Kompeten,60200125068,D,UNIFIED
1.0,77.0,77.0,55.833333333333336,1,Kompeten,60200125071,D,UNIFIED
1.0,94.66666666666667,94.66666666666667,41.833333333333336,1,Kompeten,60200125076,D,UNIFIED
1.0,94.5,94.5,64.0,1,Kompeten,60200125082,D,UNIFIED
1.0,77.66666666666667,77.66666666666667,58.0,1,Kompeten,60200125089,D,UNIFIED
1.0,94.5,94.5,64.0,1,Kompeten,60200125090,D,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,0.0,0,Belum Kompeten,60200125092,D,UNIFIED
1.0,91.0,91.0,64.58333333333333,1,Kompeten,60200125093,D,UNIFIED
0.6666666666666666,33.333333333333336,33.333333333333336,7.583333333333333,0,Belum Kompeten,60200125097,D,UNIFIED
1.0,94.16666666666667,94.16666666666667,65.5,1,Kompeten,60200125108,D,UNIFIED
1.0,76.66666666666667,76.66666666666667,64.91666666666667,0,Belum Kompeten,60200125109,D,UNIFIED
0.8333333333333334,94.5,94.5,64.08333333333333,1,Kompeten,60200125110,D,UNIFIED
1.0,89.5,89.5,7.083333333333333,1,Kompeten,60200125138,D,UNIFIED
1.0,91.33333333333333,91.33333333333333,55.916666666666664,1,Kompeten,60200125139,D,UNIFIED
1.0,94.16666666666667,94.16666666666667,64.66666666666667,1,Kompeten,60200125140,D,UNIFIED
1.0,92.0,92.0,58.333333333333336,1,Kompeten,60200125141,D,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,0.0,0,Belum Kompeten,60200125142,D,UNIFIED
0.8333333333333334,90.66666666666667,90.66666666666667,50.5,1,Kompeten,60200125143,D,UNIFIED
1.0,94.83333333333333,94.83333333333333,58.5,1,Kompeten,60200125144,D,UNIFIED
1.0,89.83333333333333,89.83333333333333,44.166666666666664,0,Belum Kompeten,60200125005,E,UNIFIED
0.8333333333333334,66.66666666666667,66.66666666666667,73.75,1,Kompeten,60200125014,E,UNIFIED
1.0,91.16666666666667,91.16666666666667,44.166666666666664,1,Kompeten,60200125015,E,UNIFIED
1.0,93.33333333333333,93.33333333333333,83.16666666666667,1,Kompeten,60200125028,E,UNIFIED
1.0,91.16666666666667,91.16666666666667,58.833333333333336,1,Kompeten,60200125029,E,UNIFIED
0.8333333333333334,30.0,30.0,30.0,0,Belum Kompeten,60200125037,E,UNIFIED
1.0,80.0,80.0,86.0,1,Kompeten,60200125042,E,UNIFIED
0.6666666666666666,16.666666666666668,16.666666666666668,16.666666666666668,0,Belum Kompeten,60200125044,E,UNIFIED
1.0,91.66666666666667,91.66666666666667,29.5,1,Kompeten,60200125045,E,UNIFIED
1.0,90.83333333333333,90.83333333333333,76.66666666666667,1,Kompeten,60200125069,E,UNIFIED
1.0,93.16666666666667,93.16666666666667,44.0,1,Kompeten,60200125070,E,UNIFIED
1.0,91.16666666666667,91.16666666666667,93.41666666666667,1,Kompeten,60200125091,E,UNIFIED
1.0,83.16666666666667,83.16666666666667,64.91666666666667,0,Belum Kompeten,60200125095,E,UNIFIED
1.0,92.5,92.5,90.33333333333333,1,Kompeten,60200125098,E,UNIFIED
1.0,88.33333333333333,88.33333333333333,75.0,1,Kompeten,60200125111,E,UNIFIED
1.0,91.66666666666667,91.66666666666667,92.91666666666667,1,Kompeten,60200125112,E,UNIFIED
1.0,91.66666666666667,91.66666666666667,92.91666666666667,1,Kompeten,60200125145,E,UNIFIED
1.0,54.5,54.5,34.5,1,Kompeten,60200125146,E,UNIFIED
1.0,90.83333333333333,90.83333333333333,14.833333333333334,1,Kompeten,60200125148,E,UNIFIED
1.0,89.0,89.0,86.66666666666667,1,Kompeten,60200125149,E,UNIFIED
1.0,89.33333333333333,89.33333333333333,80.25,1,Kompeten,60200125150,E,UNIFIED
