Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
1.0,92.0,92.0,88.8,1.0,1.0,1.0,8.154480704223632,1,Kompeten,60200125020,B,UNIFIED
1.0,90.2,90.2,87.5,1.0,1.0,1.0,7.1409616532602485,1,Kompeten,60200125021,B,UNIFIED
1.0,73.2,73.2,60.6,0.8,0.8,1.0,33.459926280054276,1,Kompeten,60200125035,B,UNIFIED
1.0,92.4,92.4,57.2,1.0,1.0,1.0,22.517153954756854,0,Belum Kompeten,60200125036,B,UNIFIED
0.8,76.0,76.0,51.7,0.8,0.8,1.0,35.44253565044879,1,Kompeten,60200125048,B,UNIFIED
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Kompeten,60200125054,B,UNIFIED
1.0,88.4,88.4,69.5,1.0,1.0,1.0,17.424312516328058,1,Kompeten,60200125055,B,UNIFIED
1.0,86.8,86.8,68.4,1.0,1.0,1.0,15.939120288006974,1,Kompeten,60200125056,B,UNIFIED
1.0,87.8,87.8,32.8,1.0,1.0,0.6,31.698299989466665,1,Kompeten,60200125057,B,UNIFIED
0.8,88.4,88.4,88.3,1.0,1.0,1.0,7.806976936618225,1,Kompeten,60200125058,B,UNIFIED
0.8,92.4,92.4,68.2,1.0,1.0,0.8,24.071883091182453,1,Kompeten,60200125072,B,UNIFIED
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Kompeten,60200125079,B,UNIFIED
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125080,B,UNIFIED
0.6,0.0,0.0,16.0,0.0,0.0,0.2,19.955506062794356,0,Belum Kompeten,60200125081,B,UNIFIED
0.6,20.0,20.0,60.8,0.2,0.2,1.0,40.02507547359114,1,Kompeten,60200125094,B,UNIFIED
0.8,76.0,76.0,86.0,0.8,0.8,1.0,32.069542490586855,1,Kompeten,60200125096,B,UNIFIED
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125102,B,UNIFIED
1.0,74.0,74.0,87.8,0.8,0.8,1.0,31.43363379142369,1,Kompeten,60200125103,B,UNIFIED
1.0,86.6,86.6,88.4,1.0,1.0,1.0,5.921148537234984,1,Kompeten,60200125104,B,UNIFIED
1.0,89.4,89.4,86.6,1.0,1.0,1.0,7.787739652099889,1,Kompeten,60200125113,B,UNIFIED
0.8,90.0,90.0,66.4,1.0,1.0,1.0,17.546572948077987,1,Kompeten,60200125115,B,UNIFIED
0.8,90.8,90.8,88.5,1.0,1.0,1.0,6.596632137352784,1,Kompeten,60200125123,B,UNIFIED
0.6,15.0,15.0,0.0,0.2,0.2,0.0,25.495097567963924,1,Kompeten,60200125124,B,UNIFIED
0.6,56.8,56.8,69.8,0.6,0.6,1.0,40.972945003041005,0,Belum Kompeten,60200125125,B,UNIFIED
0.8,92.8,92.8,58.6,1.0,1.0,1.0,21.05880655054634,1,Kompeten,60200125126,B,UNIFIED
0.8,52.0,52.0,51.2,0.6,0.6,0.6,42.694990598689934,0,Belum Kompeten,60200125127,B,UNIFIED
1.0,92.0,92.0,50.3,1.0,1.0,1.0,23.54230235129946,1,Kompeten,60200125128,B,UNIFIED
0.8,89.6,89.6,52.2,1.0,1.0,0.8,27.346216476060366,1,Kompeten,60200125129,B,UNIFIED
0.8,16.0,16.0,16.6,0.2,0.2,0.2,32.40617225159429,0,Belum Kompeten,60200125153,B,UNIFIED
1.0,91.2,91.2,60.8,1.0,1.0,1.0,19.80645237177914,1,Kompeten,60200125155,B,UNIFIED
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125003,C,UNIFIED
1.0,82.6,82.6,86.2,1.0,1.0,1.0,7.133956359085282,1,Kompeten,60200125010,C,UNIFIED
1.0,84.8,67.6,85.7,1.0,0.8,1.0,21.256737494001495,1,Kompeten,60200125011,C,UNIFIED
1.0,82.4,82.4,84.25,1.0,1.0,1.0,5.348260360985513,1,Kompeten,60200125022,C,UNIFIED
1.0,85.2,85.2,83.9,1.0,1.0,1.0,2.594010194445829,0,Belum Kompeten,60200125023,C,UNIFIED
1.0,85.8,82.0,84.6,1.0,1.0,1.0,5.380417166808619,1,Kompeten,60200125024,C,UNIFIED
1.0,82.4,65.6,75.8,1.0,0.8,1.0,22.10218692045352,0,Belum Kompeten,60200125038,C,UNIFIED
0.8,86.8,86.8,84.3,1.0,1.0,1.0,2.4931015935086878,1,Kompeten,60200125039,C,UNIFIED
1.0,83.2,64.8,85.2,1.0,0.8,1.0,21.929330941812964,1,Kompeten,60200125040,C,UNIFIED
1.0,79.4,79.4,84.2,1.0,1.0,1.0,8.037412518964047,0,Belum Kompeten,60200125046,C,UNIFIED
0.6,75.2,51.2,75.7,1.0,0.6,1.0,29.598123063614842,0,Belum Kompeten,60200125059,C,UNIFIED
1.0,75.7,80.0,80.6,1.0,1.0,1.0,7.635152621628173,1,Kompeten,60200125060,C,UNIFIED
0.4,33.2,33.2,17.0,0.4,0.4,0.2,39.3483587120649,0,Belum Kompeten,60200125061,C,UNIFIED
0.9,86.6,65.6,85.7,1.0,0.8,1.0,21.877537948011124,1,Kompeten,60200125062,C,UNIFIED
0.6,67.8,51.2,16.5,0.8,0.6,0.2,42.258595443872586,0,Belum Kompeten,60200125063,C,UNIFIED
0.3,65.2,16.6,50.0,1.0,0.2,1.0,30.347908586186882,0,Belum Kompeten,60200125073,C,UNIFIED
1.0,87.8,87.8,85.05,1.0,1.0,1.0,2.267279328965788,1,Kompeten,60200125083,C,UNIFIED
0.6,72.3,47.2,84.0,1.0,0.6,1.0,28.96472950944917,0,Belum Kompeten,60200125084,C,UNIFIED
0.8,86.4,86.4,85.1,1.0,1.0,1.0,2.341414577178126,0,Belum Kompeten,60200125085,C,UNIFIED
1.0,81.2,82.4,79.74,1.0,1.0,1.0,5.0806648733758815,0,Belum Kompeten,60200125086,C,UNIFIED
1.0,85.8,85.8,85.0,1.0,1.0,1.0,1.5965240019770728,1,Kompeten,60200125087,C,UNIFIED
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125088,C,UNIFIED
1.0,85.4,85.4,85.4,1.0,1.0,1.0,1.572683481611393,1,Kompeten,60200125105,C,UNIFIED
0.0,74.8,0.0,69.9,1.0,0.0,1.0,36.868625626073396,0,Belum Kompeten,60200125106,C,UNIFIED
1.0,86.2,86.2,84.7,1.0,1.0,1.0,1.9731531449264987,0,Belum Kompeten,60200125107,C,UNIFIED
0.4,34.2,34.2,8.2,0.4,0.4,0.2,37.54440334087388,0,Belum Kompeten,60200125130,C,UNIFIED
0.6,64.6,64.6,82.9,0.8,0.8,1.0,28.131714013428567,0,Belum Kompeten,60200125131,C,UNIFIED
0.6,84.2,67.8,81.3,1.0,0.8,1.0,21.350930242549673,1,Kompeten,60200125132,C,UNIFIED
0.8,81.6,81.6,83.7,1.0,1.0,1.0,3.902136167109839,1,Kompeten,60200125133,C,UNIFIED
0.2,74.9,17.3,78.5,1.0,0.2,1.0,35.74688797643789,1,Kompeten,60200125134,C,UNIFIED
0.4,58.0,34.0,46.6,1.0,0.4,0.8,32.733672774886315,0,Belum Kompeten,60200125135,C,UNIFIED
0.2,16.0,16.0,0.0,0.2,0.2,0.0,27.194770739161513,0,Belum Kompeten,60200125136,C,UNIFIED
1.0,84.8,84.6,80.4,1.0,1.0,1.0,4.795368135561185,0,Belum Kompeten,60200125137,C,UNIFIED
1.0,85.8,85.8,80.0,1.0,1.0,1.0,5.330624311987814,1,Kompeten,60200125156,C,UNIFIED
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200123102,D,UNIFIED
1.0,92.4,92.4,60.3,1.0,1.0,0.8,26.350079063765,1,Kompeten,60200125004,D,UNIFIED
0.6,16.0,16.0,0.0,0.2,0.2,0.0,27.194770739161513,0,Belum Kompeten,60200125012,D,UNIFIED
1.0,72.4,72.4,52.2,0.8,0.8,1.0,33.46623505697779,1,Kompeten,60200125013,D,UNIFIED
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125025,D,UNIFIED
1.0,93.6,93.6,66.8,1.0,1.0,1.0,19.144770101054288,1,Kompeten,60200125026,D,UNIFIED
1.0,73.4,73.4,69.1,0.8,0.8,1.0,33.21368526509651,1,Kompeten,60200125027,D,UNIFIED
1.0,92.4,92.4,60.8,1.0,1.0,0.8,26.411150843704046,1,Kompeten,60200125030,D,UNIFIED
1.0,90.2,90.2,59.2,1.0,1.0,1.0,19.587807999422044,1,Kompeten,60200125041,D,UNIFIED
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125043,D,UNIFIED
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125052,D,UNIFIED
1.0,93.0,93.0,68.7,1.0,1.0,1.0,18.858419870180004,1,Kompeten,60200125064,D,UNIFIED
0.6,0.0,0.0,9.1,0.0,0.0,0.2,11.349694073214287,0,Belum Kompeten,60200125065,D,UNIFIED
1.0,92.6,92.6,68.6,1.0,1.0,1.0,19.10863679072895,1,Kompeten,60200125066,D,UNIFIED
1.0,89.0,89.0,86.8,1.0,1.0,1.0,7.46071191122015,1,Kompeten,60200125067,D,UNIFIED
0.8,92.0,92.0,51.5,1.0,1.0,1.0,23.496808293893874,0,Belum Kompeten,60200125068,D,UNIFIED
1.0,72.4,72.4,58.5,0.8,0.8,1.0,33.55089003621546,1,Kompeten,60200125071,D,UNIFIED
1.0,93.6,93.6,42.2,1.0,1.0,0.8,30.01525538048203,1,Kompeten,60200125076,D,UNIFIED
1.0,93.4,93.4,68.3,1.0,1.0,1.0,18.479237598510988,1,Kompeten,60200125082,D,UNIFIED
1.0,73.2,73.2,61.1,0.8,0.8,1.0,33.676236263705135,1,Kompeten,60200125089,D,UNIFIED
1.0,93.4,93.4,68.3,1.0,1.0,1.0,18.91072593941215,1,Kompeten,60200125090,D,UNIFIED
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125092,D,UNIFIED
1.0,89.2,89.2,69.0,1.0,1.0,1.0,18.310713318224995,1,Kompeten,60200125093,D,UNIFIED
0.6,20.0,20.0,9.1,0.2,0.2,0.2,34.69124128972934,0,Belum Kompeten,60200125097,D,UNIFIED
1.0,93.0,93.0,70.1,1.0,1.0,1.0,18.19749677535042,1,Kompeten,60200125108,D,UNIFIED
1.0,72.0,72.0,69.4,0.8,0.8,1.0,33.047675998304165,0,Belum Kompeten,60200125109,D,UNIFIED
0.8,93.4,93.4,68.4,1.0,1.0,1.0,18.403683206237698,1,Kompeten,60200125110,D,UNIFIED
1.0,87.4,87.4,0.0,1.0,1.0,0.0,41.53467092549174,1,Kompeten,60200125138,D,UNIFIED
1.0,89.6,89.6,58.6,1.0,1.0,1.0,20.53441555589597,1,Kompeten,60200125139,D,UNIFIED
1.0,93.0,93.0,69.1,1.0,1.0,1.0,18.468411469918635,1,Kompeten,60200125140,D,UNIFIED
1.0,90.4,90.4,61.5,1.0,1.0,1.0,19.888746119909676,1,Kompeten,60200125141,D,UNIFIED
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125142,D,UNIFIED
0.8,88.8,88.8,52.1,1.0,1.0,0.8,26.606933098139834,1,Kompeten,60200125143,D,UNIFIED
1.0,93.8,93.8,61.7,1.0,1.0,1.0,20.68107024954624,1,Kompeten,60200125144,D,UNIFIED
1.0,87.8,87.8,35.4,1.0,1.0,0.4,36.09739910606057,0,Belum Kompeten,60200125005,E,UNIFIED
0.8,60.0,60.0,70.0,0.6,0.6,1.0,42.68749491621899,1,Kompeten,60200125014,E,UNIFIED
1.0,89.4,89.4,53.0,1.0,1.0,0.6,31.15010255021464,1,Kompeten,60200125015,E,UNIFIED
1.0,92.0,92.0,84.2,1.0,1.0,1.0,9.652633492127075,1,Kompeten,60200125028,E,UNIFIED
1.0,89.4,89.4,53.0,1.0,1.0,0.6,31.150102550214644,1,Kompeten,60200125029,E,UNIFIED
0.8,16.0,16.0,36.0,0.2,0.2,0.6,33.954217541991575,0,Belum Kompeten,60200125037,E,UNIFIED
1.0,76.0,76.0,84.6,0.8,0.8,1.0,33.515900040959,1,Kompeten,60200125042,E,UNIFIED
0.6,0.0,0.0,20.0,0.0,0.0,0.4,16.99673171197595,0,Belum Kompeten,60200125044,E,UNIFIED
1.0,90.0,90.0,17.8,1.0,1.0,0.2,40.342643553551234,1,Kompeten,60200125045,E,UNIFIED
1.0,89.0,89.0,82.0,1.0,1.0,1.0,12.337837015547832,1,Kompeten,60200125069,E,UNIFIED
1.0,91.8,91.8,35.2,1.0,1.0,0.4,37.399584073741906,1,Kompeten,60200125070,E,UNIFIED
1.0,89.4,89.4,93.4,1.0,1.0,1.0,7.678686230223385,1,Kompeten,60200125091,E,UNIFIED
1.0,79.8,79.8,77.9,1.0,1.0,1.0,8.531640457080272,0,Belum Kompeten,60200125095,E,UNIFIED
1.0,91.0,91.0,89.7,1.0,1.0,1.0,9.899270455723267,1,Kompeten,60200125098,E,UNIFIED
1.0,86.0,86.0,80.0,1.0,1.0,1.0,14.047538337136986,1,Kompeten,60200125111,E,UNIFIED
1.0,90.0,90.0,93.0,1.0,1.0,1.0,10.98483803552272,1,Kompeten,60200125112,E,UNIFIED
1.0,90.0,90.0,93.0,1.0,1.0,1.0,10.98483803552272,1,Kompeten,60200125145,E,UNIFIED
1.0,45.4,45.4,41.4,0.6,0.6,0.6,36.809811493978366,1,Kompeten,60200125146,E,UNIFIED
1.0,89.0,89.0,17.8,1.0,1.0,0.2,40.06239577902893,1,Kompeten,60200125148,E,UNIFIED
1.0,89.8,89.8,85.8,1.0,1.0,1.0,7.755571474036513,1,Kompeten,60200125149,E,UNIFIED
1.0,87.2,87.2,87.7,1.0,1.0,1.0,9.898596982513341,1,Kompeten,60200125150,E,UNIFIED
